('1', '11')
('36', '338')
('36', '589')
('36', '1198')
('36', '2353')
('38', '39')
('38', '41')
('38', '48')
('38', '65')
('38', '255')
('38', '310')
('38', '338')
('38', '589')
('38', '694')
('38', '1198')
('38', '2166')
('38', '2353')
('39', '41')
('39', '48')
('39', '65')
('39', '255')
('39', '310')
('39', '338')
('39', '491')
('39', '589')
('39', '694')
('39', '1198')
('39', '2166')
('39', '2186')
('39', '2351')
('39', '2353')
('41', '48')
('41', '65')
('41', '255')
('41', '310')
('41', '338')
('41', '491')
('41', '589')
('41', '694')
('41', '1198')
('41', '2352')
('48', '65')
('48', '255')
('48', '310')
('48', '338')
('48', '491')
('48', '589')
('48', '694')
('48', '1198')
('48', '2186')
('48', '2351')
('48', '2352')
('65', '255')
('65', '310')
('65', '338')
('65', '589')
('65', '694')
('65', '1198')
('255', '310')
('255', '491')
('255', '1198')
('310', '338')
('310', '1198')
('310', '2352')
('589', '694')
('694', '1198')
('39', '48')
('39', '104')
('39', '147')
('39', '179')
('39', '1179')
('39', '2351')
('39', '2354')
('48', '147')
('48', '179')
('48', '1179')
('48', '2351')
('147', '179')
('179', '2354')
('39', '225')
('39', '242')
('38', '39')
('38', '41')
('38', '48')
('38', '79')
('38', '259')
('38', '345')
('38', '639')
('38', '677')
('38', '790')
('39', '41')
('39', '48')
('39', '79')
('39', '250')
('39', '259')
('39', '269')
('39', '345')
('39', '639')
('39', '677')
('39', '790')
('39', '1589')
('41', '48')
('41', '62')
('41', '79')
('41', '250')
('41', '259')
('41', '269')
('41', '345')
('41', '639')
('41', '677')
('41', '790')
('41', '1589')
('48', '62')
('48', '79')
('48', '250')
('48', '259')
('48', '269')
('48', '345')
('48', '639')
('48', '677')
('48', '790')
('48', '1589')
('259', '269')
('259', '677')
('639', '677')
('32', '1736')
('36', '39')
('36', '1198')
('39', '173')
('39', '408')
('39', '1198')
('39', '2362')
('1198', '2362')
('48', '1060')
('39', '48')
('39', '424')
('39', '522')
('39', '753')
('39', '778')
('39', '1415')
('39', '2370')
('48', '424')
('48', '522')
('48', '753')
('48', '778')
('522', '778')
('39', '749')
('39', '976')
('39', '1249')
('39', '1349')
('39', '1409')
('39', '1867')
('39', '2354')
('39', '2374')
('749', '1409')
('976', '1249')
('976', '2354')
('38', '110')
('41', '79')
('41', '475')
('41', '855')
('41', '1280')
('41', '1629')
('39', '48')
('39', '51')
('39', '1973')
('48', '51')
('76', '916')
('1198', '1659')
('1593', '1596')
('1593', '2388')
('39', '48')
('39', '751')
('48', '751')
('39', '48')
('39', '246')
('39', '565')
('39', '702')
('39', '970')
('39', '1814')
('48', '246')
('48', '515')
('48', '565')
('48', '970')
('48', '1814')
('48', '1972')
('38', '41')
('38', '504')
('38', '1588')
('41', '504')
('41', '1588')
('38', '39')
('38', '170')
('38', '570')
('38', '1463')
('38', '1464')
('39', '170')
('39', '570')
('39', '1463')
('39', '1464')
('1463', '1464')
('39', '2263')
('39', '2395')
('39', '338')
('39', '993')
('39', '1585')
('39', '2238')
('39', '48')
('39', '369')
('39', '696')
('39', '697')
('39', '743')
('39', '1930')
('48', '369')
('48', '742')
('48', '743')
('48', '1930')
('48', '2402')
('696', '697')
('742', '743')
('39', '48')
('39', '1104')
('39', '1187')
('48', '1052')
('48', '1104')
('41', '48')
('41', '79')
('41', '749')
('48', '79')
('48', '749')
('39', '41')
('39', '270')
('39', '797')
('39', '1112')
('39', '1153')
('39', '1154')
('39', '1282')
('39', '1384')
('39', '1385')
('39', '2238')
('41', '270')
('41', '797')
('41', '1112')
('41', '1153')
('41', '1154')
('41', '1282')
('41', '1384')
('41', '1385')
('41', '2238')
('797', '1153')
('797', '1154')
('1153', '1154')
('1153', '1384')
('1153', '1385')
('1154', '1384')
('1154', '1385')
('1384', '1385')
('19', '39')
('19', '349')
('19', '418')
('39', '45')
('39', '65')
('39', '68')
('39', '175')
('39', '349')
('39', '418')
('39', '640')
('39', '831')
('39', '842')
('39', '1198')
('39', '1230')
('39', '1291')
('39', '1314')
('39', '1704')
('39', '2065')
('39', '2408')
('65', '68')
('65', '175')
('65', '831')
('65', '1198')
('65', '1291')
('65', '2065')
('418', '640')
('418', '1704')
('640', '1704')
('831', '1291')
('1198', '2065')
('1291', '2065')
('1704', '2065')
('39', '1011')
('39', '2024')
('39', '292')
('39', '690')
('39', '789')
('39', '1535')
('39', '2364')
('32', '39')
('32', '48')
('32', '491')
('32', '855')
('32', '1477')
('39', '48')
('39', '75')
('39', '491')
('39', '855')
('39', '887')
('39', '1477')
('48', '75')
('48', '491')
('48', '855')
('48', '887')
('48', '1477')
('39', '48')
('39', '1930')
('48', '1930')
('39', '48')
('39', '483')
('39', '2420')
('48', '2420')
('37', '38')
('37', '39')
('37', '41')
('37', '48')
('38', '39')
('38', '41')
('38', '48')
('38', '1138')
('39', '41')
('39', '48')
('39', '1138')
('41', '48')
('41', '1138')
('32', '65')
('32', '1147')
('65', '445')
('39', '41')
('39', '265')
('39', '302')
('39', '1255')
('39', '2290')
('41', '2290')
('1', '39')
('1', '41')
('39', '41')
('39', '60')
('39', '271')
('39', '413')
('39', '789')
('39', '839')
('39', '1012')
('39', '1233')
('39', '1291')
('39', '2424')
('39', '2425')
('41', '60')
('41', '271')
('41', '413')
('41', '789')
('41', '1012')
('41', '1233')
('41', '1291')
('41', '2424')
('413', '789')
('1012', '1291')
('32', '39')
('32', '48')
('32', '2430')
('32', '2431')
('39', '48')
('39', '1469')
('39', '2430')
('39', '2431')
('48', '1469')
('48', '2430')
('48', '2431')
('36', '38')
('36', '39')
('36', '41')
('36', '48')
('36', '1327')
('38', '39')
('38', '41')
('38', '48')
('38', '1327')
('39', '41')
('39', '48')
('39', '783')
('39', '1327')
('39', '1456')
('41', '48')
('41', '783')
('41', '1327')
('48', '783')
('48', '1327')
('36', '38')
('36', '170')
('38', '170')
('38', '1915')
('38', '1916')
('38', '2436')
('1915', '1916')
('32', '39')
('32', '41')
('32', '48')
('32', '279')
('32', '855')
('39', '41')
('39', '48')
('39', '279')
('39', '855')
('41', '48')
('41', '279')
('41', '855')
('48', '279')
('48', '855')
('48', '1524')
('39', '389')
('30', '39')
('30', '41')
('39', '41')
('39', '95')
('39', '441')
('39', '1198')
('39', '2310')
('41', '95')
('41', '441')
('41', '1198')
('1198', '1206')
('179', '1327')
('259', '677')
('259', '1327')
('381', '677')
('36', '39')
('36', '79')
('39', '79')
('39', '511')
('39', '1659')
('79', '511')
('39', '225')
('39', '271')
('39', '2225')
('225', '271')
('271', '2225')
('8', '39')
('8', '48')
('8', '117')
('39', '48')
('39', '49')
('39', '117')
('39', '124')
('39', '212')
('39', '550')
('39', '606')
('39', '772')
('39', '855')
('39', '976')
('39', '1140')
('39', '1230')
('39', '1468')
('39', '1485')
('39', '1789')
('39', '1872')
('39', '2072')
('39', '2096')
('39', '2265')
('39', '2420')
('39', '2457')
('48', '49')
('48', '117')
('48', '212')
('48', '550')
('48', '606')
('48', '772')
('48', '855')
('48', '976')
('48', '1140')
('48', '1230')
('48', '1468')
('48', '1789')
('48', '1872')
('48', '2096')
('48', '2265')
('48', '2420')
('48', '2457')
('49', '1468')
('117', '550')
('117', '976')
('124', '855')
('550', '976')
('438', '2225')
('38', '48')
('38', '110')
('38', '208')
('38', '270')
('38', '475')
('38', '1095')
('38', '1318')
('38', '1779')
('38', '2049')
('38', '2463')
('48', '110')
('48', '208')
('48', '270')
('48', '475')
('48', '515')
('48', '1318')
('48', '1779')
('48', '2049')
('164', '166')
('164', '208')
('164', '2084')
('166', '208')
('166', '2084')
('208', '270')
('208', '2084')
('475', '1318')
('1779', '2049')
('38', '39')
('38', '348')
('38', '371')
('38', '772')
('38', '1709')
('38', '2117')
('38', '2469')
('39', '348')
('39', '371')
('39', '772')
('39', '1709')
('39', '1783')
('39', '2117')
('39', '2469')
('39', '48')
('39', '1630')
('39', '2290')
('48', '1630')
('39', '41')
('39', '597')
('41', '597')
('39', '592')
('39', '989')
('39', '664')
('39', '1327')
('664', '1327')
('37', '38')
('37', '39')
('37', '48')
('37', '170')
('38', '39')
('38', '48')
('38', '170')
('38', '183')
('39', '48')
('39', '170')
('39', '183')
('48', '170')
('48', '183')
('48', '2478')
('36', '38')
('36', '39')
('38', '39')
('39', '41')
('39', '48')
('41', '48')
('38', '39')
('38', '48')
('38', '110')
('38', '855')
('38', '1239')
('39', '48')
('39', '110')
('39', '855')
('39', '1239')
('48', '110')
('48', '855')
('48', '1239')
('39', '48')
('48', '1293')
('39', '48')
('39', '1146')
('48', '1146')
('39', '41')
('39', '48')
('39', '155')
('39', '179')
('39', '249')
('39', '269')
('39', '279')
('39', '289')
('39', '548')
('39', '772')
('39', '793')
('39', '899')
('39', '958')
('39', '1004')
('39', '1260')
('39', '1327')
('39', '1433')
('39', '1736')
('39', '1936')
('39', '2329')
('39', '2489')
('39', '2490')
('41', '48')
('41', '155')
('41', '222')
('41', '249')
('41', '269')
('41', '279')
('41', '289')
('41', '324')
('41', '548')
('41', '793')
('41', '958')
('41', '1004')
('41', '1327')
('41', '1433')
('41', '1736')
('41', '1936')
('41', '2329')
('41', '2490')
('48', '155')
('48', '179')
('48', '222')
('48', '249')
('48', '269')
('48', '279')
('48', '289')
('48', '548')
('48', '772')
('48', '793')
('48', '899')
('48', '958')
('48', '1004')
('48', '1260')
('48', '1327')
('48', '1433')
('48', '1736')
('48', '1936')
('48', '2329')
('48', '2489')
('155', '1433')
('179', '222')
('179', '1327')
('249', '899')
('249', '1736')
('289', '1327')
('548', '1327')
('1004', '1327')
('1004', '2329')
('1327', '2329')
('48', '2478')
('38', '105')
('38', '281')
('39', '1327')
('32', '39')
('32', '41')
('32', '147')
('32', '855')
('39', '41')
('39', '124')
('39', '147')
('39', '855')
('39', '1976')
('39', '2254')
('41', '147')
('41', '855')
('41', '1976')
('124', '855')
('31', '32')
('32', '38')
('32', '286')
('32', '381')
('32', '636')
('32', '677')
('32', '1070')
('38', '286')
('38', '381')
('38', '636')
('38', '677')
('38', '1070')
('381', '677')
('636', '1070')
('36', '38')
('36', '39')
('36', '2225')
('38', '39')
('38', '757')
('38', '2225')
('38', '2310')
('39', '555')
('39', '757')
('39', '2170')
('39', '2225')
('39', '2310')
('39', '2506')
('38', '39')
('38', '41')
('38', '48')
('38', '49')
('38', '56')
('38', '186')
('38', '281')
('38', '357')
('38', '390')
('38', '681')
('38', '877')
('38', '1028')
('38', '1068')
('38', '1363')
('38', '1392')
('38', '2029')
('38', '2263')
('38', '2329')
('38', '2436')
('38', '2511')
('39', '41')
('39', '48')
('39', '49')
('39', '56')
('39', '186')
('39', '281')
('39', '357')
('39', '390')
('39', '681')
('39', '877')
('39', '1028')
('39', '1068')
('39', '1363')
('39', '1392')
('39', '1881')
('39', '2263')
('39', '2329')
('39', '2436')
('39', '2511')
('39', '2515')
('41', '48')
('41', '56')
('41', '357')
('41', '390')
('41', '681')
('41', '877')
('41', '1363')
('41', '1881')
('41', '2263')
('41', '2329')
('41', '2515')
('48', '49')
('48', '56')
('48', '186')
('48', '281')
('48', '357')
('48', '390')
('48', '681')
('48', '1068')
('48', '1392')
('48', '2263')
('48', '2329')
('48', '2511')
('49', '56')
('49', '681')
('186', '1068')
('390', '877')
('2436', '2511')
('39', '48')
('39', '475')
('39', '1003')
('39', '1532')
('39', '2520')
('48', '475')
('48', '1003')
('48', '1352')
('48', '1532')
('48', '2129')
('39', '41')
('39', '48')
('39', '101')
('39', '310')
('39', '615')
('39', '1020')
('39', '1222')
('39', '1956')
('39', '2350')
('39', '2521')
('41', '48')
('41', '101')
('41', '310')
('41', '615')
('41', '2521')
('48', '101')
('48', '310')
('48', '615')
('48', '1222')
('48', '1956')
('48', '2350')
('48', '2521')
('48', '2523')
('48', '2525')
('101', '310')
('101', '1020')
('310', '2350')
('2030', '2521')
('39', '48')
('39', '65')
('39', '271')
('39', '340')
('39', '560')
('39', '666')
('39', '1130')
('39', '1176')
('39', '1373')
('39', '1796')
('39', '1902')
('39', '2538')
('48', '65')
('48', '271')
('48', '340')
('48', '560')
('48', '666')
('48', '1130')
('48', '1176')
('48', '1338')
('48', '1339')
('48', '1796')
('48', '2147')
('48', '2527')
('48', '2529')
('1338', '1339')
('1339', '2529')
('694', '1327')
('694', '2080')
('1327', '2080')
('39', '41')
('39', '48')
('39', '89')
('41', '48')
('41', '89')
('48', '89')
('39', '1327')
('11', '39')
('11', '41')
('11', '664')
('39', '41')
('39', '433')
('39', '664')
('39', '1655')
('41', '433')
('41', '664')
('41', '1655')
('48', '664')
('48', '855')
('664', '855')
('39', '48')
('39', '345')
('39', '1996')
('39', '2550')
('48', '345')
('48', '1996')
('48', '2550')
('38', '39')
('38', '170')
('38', '805')
('39', '170')
('39', '805')
('41', '79')
('41', '225')
('41', '783')
('41', '878')
('41', '1056')
('41', '1198')
('201', '1198')
('225', '783')
('664', '674')
('664', '855')
('41', '488')
('41', '716')
('38', '39')
('38', '110')
('39', '110')
('39', '1209')
('32', '38')
('32', '39')
('32', '48')
('32', '110')
('32', '1179')
('38', '39')
('38', '48')
('38', '110')
('38', '1179')
('39', '48')
('39', '110')
('39', '1179')
('48', '110')
('48', '1179')
('48', '101')
('48', '352')
('48', '413')
('48', '464')
('48', '661')
('48', '729')
('48', '1015')
('48', '1327')
('48', '1339')
('48', '2529')
('101', '413')
('101', '464')
('101', '1327')
('464', '1327')
('729', '1327')
('1339', '2529')
('39', '48')
('39', '65')
('39', '146')
('48', '65')
('48', '146')
('48', '1198')
('48', '1327')
('48', '1435')
('48', '2058')
('1198', '1327')
('39', '48')
('39', '1327')
('48', '1327')
('32', '38')
('32', '110')
('38', '110')
('30', '31')
('30', '39')
('30', '41')
('30', '48')
('31', '39')
('31', '41')
('31', '48')
('31', '117')
('31', '976')
('39', '41')
('39', '48')
('39', '65')
('39', '117')
('39', '195')
('39', '379')
('39', '522')
('39', '976')
('39', '1315')
('39', '2566')
('41', '48')
('41', '65')
('41', '117')
('41', '195')
('41', '379')
('41', '522')
('41', '976')
('41', '1315')
('41', '2160')
('48', '65')
('48', '117')
('48', '195')
('48', '379')
('48', '522')
('48', '976')
('48', '1315')
('48', '2160')
('48', '2566')
('65', '379')
('65', '522')
('117', '195')
('117', '976')
('39', '170')
('39', '511')
('170', '511')
('259', '1327')
('39', '626')
('39', '812')
('39', '1068')
('39', '1991')
('39', '2091')
('39', '2310')
('380', '383')
('32', '38')
('32', '39')
('32', '41')
('32', '48')
('32', '110')
('32', '533')
('38', '39')
('38', '41')
('38', '48')
('38', '110')
('38', '533')
('39', '41')
('39', '48')
('39', '110')
('39', '533')
('41', '48')
('41', '110')
('41', '533')
('48', '110')
('48', '533')
('110', '533')
('39', '41')
('39', '48')
('41', '48')
('39', '349')
('39', '794')
('32', '38')
('32', '39')
('32', '48')
('32', '49')
('32', '548')
('32', '664')
('32', '1179')
('32', '2431')
('38', '39')
('38', '48')
('38', '49')
('38', '492')
('38', '548')
('38', '591')
('38', '664')
('38', '1179')
('38', '1188')
('38', '1354')
('38', '2026')
('38', '2117')
('39', '48')
('39', '49')
('39', '492')
('39', '548')
('39', '591')
('39', '664')
('39', '773')
('39', '774')
('39', '820')
('39', '1179')
('39', '1188')
('39', '1378')
('39', '1380')
('39', '2117')
('39', '2431')
('48', '49')
('48', '492')
('48', '548')
('48', '591')
('48', '664')
('48', '773')
('48', '774')
('48', '1179')
('48', '1188')
('48', '2431')
('664', '1179')
('773', '774')
('1378', '1380')
('39', '76')
('39', '432')
('39', '664')
('39', '1709')
('39', '2154')
('39', '2199')
('39', '48')
('39', '89')
('39', '201')
('39', '255')
('39', '290')
('39', '785')
('39', '839')
('39', '1000')
('39', '1327')
('39', '1598')
('39', '1879')
('48', '89')
('48', '201')
('48', '255')
('48', '290')
('48', '785')
('48', '1000')
('48', '1327')
('48', '1598')
('89', '201')
('89', '255')
('89', '785')
('89', '1000')
('89', '1327')
('89', '1598')
('255', '1327')
('1000', '1327')
('1327', '1598')
('37', '38')
('37', '39')
('37', '48')
('38', '39')
('38', '48')
('38', '855')
('39', '48')
('39', '855')
('39', '1222')
('48', '855')
('48', '1222')
('39', '1110')
('39', '1254')
('39', '1593')
('39', '2378')
('2602', '2604')
('38', '117')
('38', '170')
('38', '179')
('38', '730')
('38', '976')
('38', '1198')
('38', '2215')
('38', '2463')
('38', '2612')
('117', '170')
('117', '976')
('117', '1198')
('170', '179')
('170', '976')
('170', '1198')
('179', '2354')
('976', '1198')
('976', '2354')
('1014', '1015')
('32', '123')
('32', '232')
('32', '237')
('32', '548')
('32', '1585')
('123', '237')
('123', '478')
('123', '1994')
('123', '2030')
('232', '237')
('237', '478')
('237', '878')
('237', '2621')
('548', '878')
('548', '1994')
('1113', '1702')
('2030', '2521')
('32', '38')
('32', '39')
('32', '48')
('32', '55')
('32', '664')
('32', '1069')
('32', '1327')
('38', '39')
('38', '48')
('38', '55')
('38', '664')
('38', '851')
('38', '1069')
('38', '1327')
('38', '1715')
('38', '2344')
('38', '2626')
('39', '48')
('39', '55')
('39', '664')
('39', '851')
('39', '1297')
('39', '1327')
('39', '2344')
('39', '2395')
('39', '2626')
('48', '55')
('48', '664')
('48', '851')
('48', '1069')
('48', '1297')
('48', '1327')
('48', '1715')
('48', '2344')
('664', '1327')
('851', '2626')
('1327', '2344')
('39', '41')
('39', '48')
('39', '1327')
('39', '1903')
('39', '2629')
('39', '2630')
('41', '48')
('41', '1327')
('41', '1903')
('41', '2630')
('48', '1327')
('48', '1903')
('39', '48')
('39', '123')
('39', '592')
('39', '938')
('39', '1966')
('48', '123')
('48', '592')
('48', '938')
('48', '1966')
('36', '38')
('36', '39')
('36', '41')
('38', '39')
('38', '41')
('39', '41')
('39', '1252')
('39', '1659')
('39', '2259')
('39', '2520')
('38', '48')
('38', '110')
('48', '110')
('39', '48')
('39', '2259')
('48', '2259')
('39', '48')
('39', '41')
('39', '65')
('39', '301')
('39', '379')
('39', '1327')
('39', '2635')
('41', '65')
('41', '301')
('41', '379')
('41', '1327')
('65', '301')
('65', '379')
('65', '1327')
('1327', '2635')
('32', '48')
('48', '1516')
('48', '1630')
('48', '1956')
('48', '2636')
('48', '622')
('48', '643')
('48', '824')
('48', '2128')
('48', '2165')
('48', '2636')
('36', '38')
('36', '170')
('38', '170')
('48', '49')
('48', '213')
('48', '522')
('48', '589')
('48', '703')
('48', '1552')
('48', '1964')
('48', '2106')
('48', '2650')
('213', '589')
('32', '38')
('32', '65')
('32', '592')
('32', '677')
('32', '696')
('32', '699')
('32', '1054')
('32', '1739')
('38', '65')
('38', '592')
('38', '677')
('38', '766')
('38', '1349')
('38', '1609')
('38', '1831')
('38', '1914')
('38', '2034')
('65', '592')
('65', '1831')
('65', '1914')
('592', '677')
('677', '1739')
('696', '699')
('1831', '1914')
('39', '1783')
('39', '41')
('39', '310')
('39', '1327')
('41', '310')
('41', '1327')
('310', '1327')
('1', '39')
('39', '948')
('39', '1783')
('39', '2350')
('39', '41')
('39', '48')
('41', '48')
('39', '48')
('39', '48')
('39', '79')
('39', '389')
('39', '511')
('39', '925')
('39', '927')
('39', '1281')
('39', '1327')
('39', '1543')
('39', '2662')
('48', '79')
('48', '389')
('48', '511')
('48', '1089')
('48', '1281')
('48', '1327')
('48', '1543')
('48', '2662')
('79', '511')
('79', '1327')
('925', '927')
('1281', '1327')
('9', '22')
('9', '39')
('9', '704')
('22', '39')
('22', '2116')
('22', '2119')
('39', '101')
('39', '179')
('39', '521')
('39', '651')
('39', '704')
('39', '763')
('39', '947')
('39', '970')
('39', '986')
('39', '1020')
('39', '1300')
('39', '1301')
('39', '1302')
('39', '1303')
('39', '1402')
('39', '1847')
('39', '2436')
('39', '2511')
('39', '2629')
('39', '2664')
('39', '2673')
('101', '179')
('101', '1020')
('451', '763')
('763', '2673')
('970', '2673')
('1300', '1301')
('1300', '1302')
('1300', '1303')
('1301', '1302')
('1301', '1303')
('1302', '1303')
('2116', '2119')
('2436', '2511')
('38', '39')
('38', '41')
('38', '48')
('38', '110')
('38', '2676')
('39', '41')
('39', '48')
('39', '110')
('39', '2676')
('41', '48')
('41', '110')
('48', '110')
('48', '2676')
('36', '38')
('36', '39')
('36', '48')
('36', '1327')
('38', '39')
('38', '48')
('38', '272')
('38', '533')
('38', '643')
('38', '1233')
('38', '1327')
('39', '48')
('39', '272')
('39', '533')
('39', '643')
('39', '1233')
('39', '1327')
('39', '1475')
('39', '1479')
('39', '1824')
('48', '272')
('48', '364')
('48', '533')
('48', '643')
('48', '1233')
('48', '1327')
('48', '1475')
('48', '1479')
('533', '1233')
('533', '1327')
('643', '1327')
('1475', '1479')
('39', '237')
('39', '1327')
('237', '1327')
('48', '70')
('48', '570')
('48', '1638')
('48', '1814')
('48', '1872')
('48', '2680')
('48', '285')
('48', '592')
('48', '1543')
('48', '89')
('48', '98')
('48', '101')
('48', '150')
('48', '396')
('48', '817')
('48', '1925')
('48', '2238')
('89', '98')
('89', '101')
('98', '101')
('150', '817')
('150', '1124')
('32', '39')
('32', '48')
('39', '48')
('39', '426')
('39', '1029')
('39', '2696')
('48', '426')
('32', '39')
('39', '1746')
('39', '1827')
('1746', '1827')
('625', '2182')
('916', '2182')
('32', '48')
('32', '511')
('32', '855')
('48', '511')
('48', '855')
('48', '2708')
('18', '39')
('39', '45')
('39', '101')
('39', '310')
('39', '565')
('39', '581')
('39', '926')
('45', '101')
('101', '310')
('310', '581')
('39', '102')
('39', '425')
('39', '731')
('39', '855')
('39', '1659')
('39', '1899')
('38', '39')
('38', '41')
('38', '156')
('38', '170')
('38', '1327')
('38', '2164')
('39', '41')
('39', '156')
('39', '170')
('39', '195')
('39', '349')
('39', '671')
('39', '1327')
('39', '1390')
('39', '1536')
('39', '2164')
('39', '2208')
('39', '2370')
('41', '156')
('41', '170')
('41', '195')
('41', '349')
('41', '1327')
('41', '2164')
('156', '170')
('170', '1327')
('255', '1393')
('48', '885')
('48', '1865')
('48', '2554')
('38', '39')
('38', '41')
('38', '48')
('38', '110')
('38', '1529')
('39', '41')
('39', '48')
('39', '110')
('39', '1529')
('41', '48')
('41', '110')
('48', '110')
('48', '1529')
('39', '41')
('39', '79')
('39', '681')
('39', '694')
('39', '713')
('39', '1185')
('39', '1327')
('39', '1853')
('39', '1976')
('39', '2080')
('41', '79')
('41', '681')
('41', '694')
('41', '1327')
('41', '1853')
('41', '1976')
('41', '2080')
('41', '2151')
('79', '1327')
('694', '1327')
('694', '2080')
('1327', '2080')
('48', '89')
('48', '979')
('48', '1105')
('48', '1140')
('48', '1348')
('48', '2680')
('48', '2724')
('89', '979')
('89', '1140')
('979', '1140')
('38', '39')
('38', '41')
('38', '101')
('38', '170')
('38', '334')
('38', '438')
('38', '740')
('39', '41')
('39', '101')
('39', '170')
('39', '273')
('39', '334')
('39', '438')
('39', '740')
('41', '101')
('41', '170')
('41', '273')
('41', '438')
('41', '740')
('101', '170')
('101', '438')
('170', '438')
('170', '740')
('334', '438')
('334', '740')
('438', '740')
('39', '41')
('39', '48')
('41', '48')
('48', '887')
('48', '1067')
('48', '2262')
('48', '2489')
('48', '2525')
('887', '2489')
('39', '589')
('39', '885')
('39', '1028')
('39', '1473')
('39', '2064')
('589', '1028')
('37', '38')
('39', '41')
('39', '48')
('39', '271')
('39', '824')
('39', '1615')
('39', '1806')
('41', '48')
('41', '271')
('41', '824')
('41', '1615')
('48', '271')
('48', '824')
('48', '1615')
('48', '1806')
('32', '48')
('1198', '1867')
('32', '39')
('32', '271')
('39', '271')
('32', '39')
('32', '48')
('32', '283')
('32', '310')
('32', '750')
('32', '924')
('32', '968')
('32', '1248')
('32', '1327')
('39', '48')
('39', '283')
('39', '310')
('39', '374')
('39', '434')
('39', '571')
('39', '750')
('39', '753')
('39', '924')
('39', '968')
('39', '1248')
('39', '1327')
('39', '1811')
('39', '2506')
('39', '2635')
('48', '283')
('48', '310')
('48', '374')
('48', '434')
('48', '571')
('48', '750')
('48', '753')
('48', '924')
('48', '968')
('48', '1248')
('48', '1327')
('48', '1811')
('48', '2506')
('48', '2650')
('310', '1327')
('310', '1767')
('374', '753')
('434', '1327')
('750', '753')
('1327', '2635')
('32', '39')
('32', '41')
('32', '271')
('32', '310')
('32', '1479')
('32', '1481')
('39', '41')
('39', '79')
('39', '271')
('39', '310')
('39', '1479')
('39', '1481')
('41', '79')
('41', '271')
('41', '310')
('41', '1479')
('41', '1481')
('79', '310')
('310', '1479')
('310', '1481')
('1479', '1481')
('38', '56')
('38', '2463')
('39', '41')
('39', '48')
('39', '89')
('39', '572')
('39', '740')
('39', '1013')
('39', '1051')
('39', '1327')
('39', '1775')
('39', '2304')
('39', '2521')
('39', '2747')
('41', '48')
('41', '89')
('41', '572')
('41', '740')
('41', '1013')
('41', '1264')
('41', '1327')
('41', '2304')
('41', '2521')
('48', '89')
('48', '572')
('48', '740')
('48', '1013')
('48', '1051')
('48', '1264')
('48', '1327')
('48', '1775')
('48', '2304')
('48', '2521')
('48', '2747')
('89', '572')
('89', '1327')
('740', '1327')
('1013', '1327')
('2069', '2082')
('32', '38')
('32', '39')
('38', '39')
('38', '249')
('38', '840')
('38', '1393')
('39', '249')
('39', '840')
('39', '1393')
('41', '48')
('41', '103')
('41', '739')
('48', '92')
('48', '103')
('48', '739')
('48', '773')
('39', '41')
('39', '284')
('39', '694')
('39', '1899')
('41', '284')
('41', '694')
('41', '1899')
('284', '1899')
('38', '370')
('38', '390')
('39', '48')
('39', '589')
('39', '1233')
('39', '1396')
('48', '589')
('48', '1233')
('48', '1396')
('39', '48')
('39', '373')
('48', '373')
('9', '32')
('9', '48')
('32', '48')
('48', '242')
('48', '572')
('48', '598')
('48', '662')
('48', '2058')
('48', '2205')
('58', '1404')
('147', '179')
('179', '413')
('2602', '2604')
('48', '381')
('48', '521')
('38', '39')
('38', '41')
('38', '55')
('38', '677')
('39', '41')
('39', '55')
('39', '677')
('39', '2490')
('41', '55')
('41', '677')
('41', '2490')
('39', '41')
('39', '48')
('39', '703')
('39', '970')
('41', '48')
('41', '970')
('48', '703')
('48', '970')
('155', '589')
('48', '1327')
('48', '2780')
('39', '413')
('39', '1966')
('39', '48')
('39', '152')
('39', '278')
('39', '669')
('39', '926')
('39', '1327')
('48', '152')
('48', '278')
('48', '669')
('48', '926')
('48', '1327')
('926', '1327')
('41', '812')
('41', '1014')
('41', '1094')
('41', '1361')
('36', '39')
('36', '441')
('36', '809')
('36', '2353')
('39', '92')
('39', '286')
('39', '441')
('39', '809')
('39', '856')
('39', '1027')
('39', '1393')
('39', '2097')
('39', '2269')
('39', '2353')
('286', '2353')
('441', '809')
('809', '1393')
('89', '1327')
('623', '1327')
('32', '48')
('38', '39')
('38', '41')
('38', '110')
('38', '350')
('38', '694')
('38', '2469')
('39', '41')
('39', '110')
('39', '350')
('39', '694')
('39', '1865')
('39', '2469')
('41', '110')
('41', '350')
('41', '694')
('11', '38')
('11', '39')
('11', '41')
('11', '48')
('11', '89')
('11', '379')
('11', '475')
('11', '533')
('11', '664')
('38', '39')
('38', '41')
('38', '48')
('38', '78')
('38', '89')
('38', '312')
('38', '357')
('38', '370')
('38', '379')
('38', '475')
('38', '533')
('38', '604')
('38', '664')
('38', '757')
('38', '793')
('38', '797')
('38', '809')
('38', '1154')
('38', '1233')
('38', '1489')
('38', '1659')
('38', '1986')
('38', '2164')
('38', '2708')
('39', '41')
('39', '48')
('39', '78')
('39', '89')
('39', '94')
('39', '312')
('39', '357')
('39', '370')
('39', '379')
('39', '475')
('39', '533')
('39', '553')
('39', '604')
('39', '615')
('39', '664')
('39', '673')
('39', '757')
('39', '793')
('39', '797')
('39', '809')
('39', '857')
('39', '1144')
('39', '1154')
('39', '1196')
('39', '1233')
('39', '1489')
('39', '1659')
('39', '1903')
('39', '1986')
('39', '1996')
